"q_cfs","CHLA"
8.7306338028169,19.731846362354
8.90149788155541,19.7291542810461
15.3535741148117,19.5951315423019
17.3211276993158,19.4141157220183
20.0208579419516,19.6423916577822
20.0641128278258,19.6412678300912
20.3767613858278,19.8573982929384
20.7609474719902,19.0884547902185
20.9388177836607,18.9712964995067
21.2889998492464,19.0672996141624
21.291121439189,19.074261063468
21.2923905026143,19.1446474338094
21.4155719562683,19.2439255415351
21.4530112404179,19.2233561682423
21.4762304113058,19.2074645899726
21.4793303970377,19.1911748467434
21.5645708833591,18.5281417016218
21.5852850643535,18.8656083824667
21.643646348187,18.8495667218764
21.7277066382494,18.1217986807017
21.7957856667854,18.0360421079731
21.9481042447143,17.9060188528598
22.0078435982807,17.8709045659551
22.0389441292688,17.919219050822
22.0722395325036,17.9412312456136
22.075893794547,17.9623959308898
22.0873316795253,17.9250862668562
22.1213302881258,17.8308184520083
22.1476642887465,17.7038400285452
22.2539186554094,17.4168448340863
22.403644944745,17.313147565018
22.5192413178812,17.2414161355909
22.63637345953,17.2142227491781
22.8225096371793,17.149270723496
22.9243532416032,17.1490085145551
23.0361594359493,17.2119953303826
23.1707219364598,17.164442226621
23.615168967639,17.0670876247485
23.6913742526079,17.1263909340367
23.8044868998403,17.1216774324453
23.8150126518904,17.0875898523237
23.8776398155284,17.1001086425436
23.8972348271502,17.1053316665599
23.9980860825488,16.931254913439
24.0861544961381,16.8708657208175
24.1502166158541,16.8935606742111
24.1931809078067,16.8427589910514
24.2249024154997,16.6613962806756
24.2347447593086,16.6545855601895
24.2651416124323,16.6557317693909
24.2960250627243,16.6670616324262
24.3899669351627,16.6229926175122
24.5345764091997,16.6445030795203
24.5871592020731,16.6866530680041
24.5982426204716,16.6738971630561
24.6062980159227,16.6835947561861
24.6933087132139,16.9656681051444
24.7360520826834,16.8852120942359
24.7563954796353,16.9211064308967
24.8798012899317,16.9978205276891
24.9806834413867,16.9697535050473
25.0409954470504,17.0740310560476
25.0800920255175,17.0864493365742
25.1103460259462,17.0813370026622
25.1226897474797,17.2439946899101
25.1994601372441,17.1900669630582
25.3448142700074,17.2022222374134
25.5424245440581,17.1761919731917
25.6096471882978,17.0657137709926
25.8437576691178,17.0113256134695
25.8994964991312,17.0474360312068
25.917954456816,17.0442046981049
25.9358404647186,17.0063747211663
25.9496044539512,16.972444513701
26.0537942946385,17.0467774297021
26.094888132164,17.255624558133
26.2627877864016,17.2280177730057
26.2991829030998,17.3119509234687
26.5932345780148,17.2245269365763
26.8994263024415,17.5986486838564
26.9907599588125,17.3653265189837
27.1835048048845,17.3601783948518
27.2670880386847,17.463597354111
27.3845733990562,20.5644953447408
27.4174690176771,18.2705783840058
27.6719086034908,18.0447675776979
27.8423632354528,18.2761870470866
27.8927920071027,18.3855012772081
27.9353052103923,18.5299401006167
28.0252954903845,18.4100194490542
28.3566550969918,18.3582706097312
28.5710283547303,18.262132303597
29.3971281464528,18.2788185958424
29.6961085032533,18.2971288805646
34.623449664477,18.5761147582266
37.6599626813145,18.6168725916468
42.0679339333795,19.1317069676016
46.2327458995441,19.0920578348759
50.4326705999683,19.0977476478389
65.8380330032896,19.2326959579083
66.6563575525813,19.2142815570113
